iter,task_train_acc_pre_optim,task_train_acc_post_optim,task_test_acc_pre_optim,task_test_acc_post_optim
4180,0.2,0.624,0.23200001,0.6400001
4190,0.23200001,0.60800004,0.168,0.56
4200,0.216,0.592,0.24800001,0.592
4210,0.18400002,0.648,0.184,0.56
4220,0.216,0.7120001,0.192,0.624
4230,0.184,0.64,0.17599998,0.6
4240,0.22399999,0.66400003,0.248,0.72800004
4250,0.192,0.57600003,0.15200001,0.64
4260,0.22400002,0.624,0.176,0.592
4270,0.23200001,0.624,0.18400002,0.56
4280,0.2,0.672,0.24,0.64
4290,0.144,0.6560001,0.192,0.688
4300,0.19199999,0.576,0.23200001,0.60800004
4310,0.208,0.648,0.192,0.60800004
4320,0.20799999,0.584,0.128,0.59199995
4330,0.136,0.584,0.192,0.584
4340,0.15200001,0.608,0.192,0.624
4350,0.18400002,0.624,0.18400002,0.584
4360,0.176,0.688,0.192,0.64
4370,0.2,0.704,0.192,0.59199995
4380,0.176,0.616,0.192,0.61600006
4390,0.272,0.616,0.24,0.616
4400,0.22399999,0.688,0.248,0.616
4410,0.2,0.59200007,0.2,0.68
4420,0.18400002,0.584,0.2,0.624
4430,0.22399999,0.688,0.208,0.592
4440,0.23200001,0.624,0.192,0.66400003
4450,0.104,0.6,0.20799999,0.6
4460,0.23200001,0.60800004,0.22399999,0.6560001
4470,0.184,0.56,0.2,0.624
4480,0.24800001,0.6,0.192,0.64
4490,0.26400003,0.648,0.192,0.616
4500,0.208,0.632,0.216,0.63199997
4510,0.136,0.66400003,0.216,0.624
4520,0.184,0.64,0.20799999,0.55200005
4530,0.20799999,0.60800004,0.24800001,0.584
4540,0.176,0.66400003,0.15200001,0.67200005
4550,0.15200001,0.624,0.216,0.59200007
4560,0.256,0.6560001,0.18400002,0.6560001
4570,0.2,0.64,0.24,0.6
4580,0.216,0.57600003,0.18400002,0.616
4590,0.19199999,0.576,0.216,0.672
4600,0.22400002,0.592,0.272,0.672
4610,0.20799999,0.648,0.23200001,0.7200001
4620,0.18400002,0.688,0.14400001,0.66400003
4630,0.18400002,0.576,0.20799999,0.67200005
4640,0.22399999,0.584,0.168,0.64
4650,0.176,0.648,0.16800001,0.544
4660,0.192,0.632,0.18400002,0.56
4670,0.136,0.648,0.2,0.624
4680,0.232,0.704,0.184,0.60800004
4690,0.15200001,0.61600006,0.16,0.60800004
4700,0.192,0.61600006,0.192,0.60800004
4710,0.2,0.624,0.208,0.568
4720,0.22400002,0.608,0.208,0.6
4730,0.208,0.60800004,0.23200001,0.56000006
4740,0.192,0.624,0.23200001,0.672
4750,0.128,0.60800004,0.15200001,0.6
4760,0.2,0.6,0.14400001,0.624
4770,0.22400002,0.56,0.176,0.59200007
4780,0.18400002,0.6,0.23200001,0.584
4790,0.24800001,0.67200005,0.208,0.616
4800,0.23200001,0.696,0.22400002,0.67200005
4810,0.184,0.61600006,0.136,0.632
4820,0.2,0.68,0.192,0.59200007
4830,0.248,0.68,0.18400002,0.64
4840,0.2,0.64,0.2,0.624
4850,0.25599998,0.57600003,0.152,0.6560001
4860,0.192,0.552,0.176,0.624
4870,0.136,0.68,0.256,0.624
4880,0.20799999,0.584,0.20799999,0.632
4890,0.168,0.6,0.18400002,0.632
4900,0.152,0.648,0.23200001,0.624
4910,0.176,0.64,0.20799999,0.632
4920,0.216,0.632,0.15200001,0.57600003
4930,0.152,0.61600006,0.16,0.6
4940,0.2,0.6000001,0.20799999,0.64
4950,0.192,0.56,0.192,0.6560001
4960,0.20799999,0.59199995,0.16800001,0.696
4970,0.152,0.68,0.176,0.568
4980,0.16800001,0.63199997,0.23200001,0.648
4990,0.23200001,0.624,0.216,0.584
5000,0.128,0.6000001,0.296,0.616
5010,0.168,0.66400003,0.256,0.69600004
5020,0.176,0.648,0.176,0.68
5030,0.176,0.66400003,0.216,0.592
5040,0.18400002,0.568,0.12,0.672
5050,0.192,0.64,0.128,0.584
5060,0.16800001,0.632,0.20799999,0.62399995
5070,0.22399999,0.672,0.2,0.65599996
5080,0.16800001,0.632,0.24800001,0.69600004
5090,0.23200001,0.6560001,0.192,0.616
5100,0.20799999,0.60800004,0.16,0.65599996
5110,0.256,0.71199995,0.22400002,0.68
5120,0.2,0.69600004,0.168,0.592
5130,0.20799999,0.59200007,0.22400002,0.624
5140,0.22400002,0.6,0.22400002,0.68
5150,0.216,0.568,0.24,0.60800004
5160,0.20799999,0.624,0.18400002,0.616
5170,0.176,0.72,0.24,0.624
5180,0.176,0.648,0.20799999,0.6
5190,0.208,0.576,0.24800001,0.688
5200,0.168,0.592,0.208,0.64
5210,0.208,0.64,0.216,0.64
5220,0.16,0.616,0.176,0.592
5230,0.23200001,0.60800004,0.184,0.65599996
5240,0.216,0.69600004,0.136,0.624
5250,0.22400002,0.64,0.208,0.60800004
5260,0.22399999,0.576,0.248,0.60800004
5270,0.168,0.71199995,0.192,0.568
5280,0.192,0.68,0.192,0.632
5290,0.176,0.59200007,0.2,0.66400003
5300,0.216,0.60800004,0.18400002,0.584
5310,0.20799999,0.672,0.192,0.672
5320,0.20799999,0.704,0.216,0.632
5330,0.18400002,0.66400003,0.20799999,0.64
5340,0.23200001,0.552,0.22399999,0.616
5350,0.22399999,0.632,0.14400001,0.544
5360,0.24,0.66400003,0.23200001,0.6560001
5370,0.144,0.616,0.20799999,0.632
5380,0.2,0.632,0.216,0.68000007
5390,0.2,0.60800004,0.20799999,0.64
5400,0.28800002,0.69600004,0.176,0.64
5410,0.22400002,0.584,0.192,0.6560001
5420,0.192,0.624,0.2,0.632
5430,0.184,0.60800004,0.18400002,0.624
5440,0.18400002,0.60800004,0.176,0.64
5450,0.20799999,0.64,0.216,0.648
5460,0.216,0.67200005,0.23200001,0.6
5470,0.24,0.6560001,0.2,0.632
5480,0.208,0.616,0.184,0.592
5490,0.208,0.64,0.192,0.6
5500,0.208,0.6560001,0.20799999,0.568
5510,0.18400002,0.63199997,0.20799999,0.66400003
5520,0.2,0.57600003,0.20799999,0.584
5530,0.192,0.704,0.22400002,0.568
5540,0.24000002,0.72,0.15200001,0.632
5550,0.18400002,0.648,0.2,0.65599996
5560,0.23200001,0.632,0.16,0.632
5570,0.23200001,0.632,0.2,0.576
5580,0.20799999,0.64,0.192,0.59200007
5590,0.216,0.632,0.14400001,0.60800004
5600,0.15200001,0.624,0.216,0.6560001
5610,0.176,0.56,0.23200001,0.648
5620,0.216,0.66400003,0.18400002,0.64
5630,0.216,0.624,0.25599998,0.67200005
5640,0.192,0.688,0.24,0.6
5650,0.192,0.696,0.24,0.67200005
5660,0.16,0.624,0.2,0.57600003
5670,0.232,0.64,0.21599999,0.64
5680,0.216,0.672,0.23200001,0.616
5690,0.176,0.67200005,0.20799999,0.704
5700,0.14400001,0.752,0.184,0.688
5710,0.15200001,0.60800004,0.16800001,0.6640001
5720,0.208,0.624,0.144,0.584
5730,0.128,0.648,0.16,0.64
5740,0.23200001,0.648,0.216,0.552
5750,0.192,0.688,0.20799999,0.616
5760,0.216,0.624,0.192,0.544
5770,0.192,0.624,0.15200001,0.6560001
5780,0.192,0.544,0.23200001,0.584
5790,0.23200001,0.688,0.192,0.65599996
5800,0.23200001,0.672,0.2,0.608
5810,0.256,0.64,0.176,0.672
5820,0.16,0.66400003,0.176,0.632
5830,0.176,0.6,0.16,0.7120001
5840,0.256,0.648,0.216,0.552
5850,0.23200001,0.67200005,0.23200001,0.632
5860,0.176,0.608,0.16,0.56
5870,0.30400002,0.704,0.20799999,0.592
5880,0.20799999,0.60800004,0.208,0.672
5890,0.216,0.65599996,0.168,0.648
5900,0.13599999,0.71199995,0.20799999,0.60800004
5910,0.256,0.67200005,0.168,0.68
5920,0.184,0.67200005,0.23200001,0.624
5930,0.23200001,0.688,0.23200001,0.624
5940,0.14400001,0.624,0.22400002,0.69600004
5950,0.192,0.7120001,0.208,0.65599996
5960,0.2,0.67200005,0.24800001,0.648
5970,0.2,0.65599996,0.14400001,0.64
5980,0.192,0.67200005,0.2,0.544
5990,0.2,0.688,0.216,0.648
6000,0.192,0.688,0.2,0.6
6010,0.2,0.648,0.22399999,0.60800004
6020,0.208,0.6560001,0.24,0.576
6030,0.184,0.63199997,0.24,0.744
6040,0.136,0.6,0.16,0.616
6050,0.152,0.66400003,0.22400002,0.6240001
6060,0.248,0.704,0.23200001,0.69600004
6070,0.14400001,0.66400003,0.26400003,0.61600006
6080,0.18400002,0.688,0.20000002,0.65599996
6090,0.176,0.616,0.208,0.67200005
6100,0.16,0.66400003,0.24,0.60800004
6110,0.208,0.69600004,0.16,0.66400003
6120,0.2,0.66400003,0.20799999,0.6
6130,0.176,0.64,0.16,0.616
6140,0.2,0.624,0.176,0.648
6150,0.192,0.68,0.168,0.6
6160,0.144,0.64,0.22400002,0.648
6170,0.152,0.59200007,0.2,0.736
6180,0.216,0.64,0.192,0.68
6190,0.216,0.76,0.2,0.59200007
6200,0.16800001,0.7200001,0.2,0.68
6210,0.248,0.616,0.14400001,0.62399995
6220,0.264,0.688,0.18400002,0.68
6230,0.15200001,0.65599996,0.18400002,0.584
6240,0.20799999,0.704,0.16,0.56
6250,0.16,0.64,0.2,0.632
6260,0.24,0.68,0.176,0.6
6270,0.216,0.54399997,0.24,0.63199997
6280,0.136,0.72,0.192,0.696
6290,0.24000002,0.632,0.20799999,0.68
6300,0.20799999,0.64,0.192,0.688
6310,0.22400002,0.616,0.192,0.67200005
6320,0.248,0.68,0.184,0.67200005
6330,0.176,0.744,0.18400002,0.704
