iter,train_loss,test_loss,acc
32299,0.8857235,0.908683,0.37
32399,0.9978399,1.0120591,0.25
32499,0.92993957,0.87849617,0.408
32599,0.9224165,0.9374601,0.36
32699,0.9794816,0.9194442,0.358
32799,0.9829243,0.9148774,0.35
32899,0.98066676,0.97019523,0.248
32999,0.99415016,0.94297683,0.338
33099,0.94871634,0.93342495,0.296
33199,0.9149806,0.9220133,0.37
33299,0.98963416,0.9089125,0.336
33399,0.89279824,0.98008823,0.3
33499,0.98933,0.9750469,0.294
33599,1.0300295,0.941621,0.318
33699,0.91050434,0.9815072,0.364
33799,0.9001743,0.8742483,0.39
33899,1.0374427,0.8830304,0.39
33999,0.8954566,0.9825476,0.316
34099,0.9757193,0.99956393,0.28
34199,0.956931,0.9331923,0.326
34299,0.87548274,0.89693224,0.422
34399,0.9207546,1.0232112,0.234
34499,0.8496045,0.9199539,0.386
34599,0.8747082,0.99242103,0.324
34699,1.0658832,0.9817726,0.26
34799,0.9278334,1.0002643,0.296
34899,0.94420135,1.0128543,0.256
34999,0.93135417,0.96917427,0.288
